cycle,Finca,day,feed,initial_density,initial_population,initial_weight,morning_oxygen,morning_temperature,survival_rate,weight,sgr,fca
AGLIPESCA Ps 62X-2018 Noviembre 23.xls,Aglipesca,117,3632.778265,12.2173532,1394000,0.2,3.867826087,24.94521739,78,23.3,0.199145299,1.6
AGLIPESCA Ps 62Y-2019 Abril 8.xls,Aglipesca,121,4967.572305,13.21647677,1508000,0.2,3.911764706,28.18067227,82,26.5,0.219008264,1.7
AGLIPESCA Ps 63Q-2016 Noviembre 15.xls,Aglipesca,100,2763.130252,11.60714286,1105000,0.2,3.93,25.022,69,23,0.23,1.5
AGLIPESCA Ps 63R-2018 Marzo 18.xls,Aglipesca,98,2763.130252,13.18277311,1255000,0.2,3.706185567,28.29690722,68,22.5,0.229591837,1.4
AGLIPESCA Ps 63S-2017 Junio 11.xls,Aglipesca,79,3437.5,15.0210084,1430000,0.05,4.019480519,28.61428571,72,17,0.215189873,1.9
AGLIPESCA Ps 63T-2017 Octubre 7.xls,Aglipesca,97,4624.47479,15.625,1487500,0.2,4.090526316,25.38,100,20,0.206185567,1.5
AGLIPESCA Ps 63U-2018 Enero 21.xls,Aglipesca,97,4153.361345,16.74107143,1593750,0.2,3.855208333,26.51875,73,19.5,0.201030928,1.7
AGLIPESCA Ps 63V-2018 Abril 15.xls,Aglipesca,80,2859.768908,13.49789916,1285000,0.05,3.753846154,28.85897436,70,22.1,0.27625,1.4
AGLIPESCA Ps 63W-2018 Julio 8.xls,Aglipesca,74,2320.903361,20.24369748,1927200,0.05,3.671232877,26.86438356,60,15,0.202702703,1.3
AGLIPESCA Ps 63X-2018 Noviembre 10.xls,Aglipesca,104,3557.773109,13.21428571,1258000,0.2,4.058823529,25.02156863,76,21.6,0.207692308,1.6
AGLIPESCA Ps 63Y-2019 Febrero 23.xls,Aglipesca,90,2683.823529,13.39285714,1275000,0.2,3.901136364,27.59545455,50,24,0.266666667,1.7
AGLIPESCA Ps 69S-2017 Abril 1.xls,Aglipesca,86,3663.425926,12.12037037,1309000,0.2,4.105882353,28.48470588,68,22.8,0.265116279,2
AGLIPESCA Ps 69T-2017 Junio 27.xls,Aglipesca,66,2818.055556,12.19444444,1317000,0.2,4.043076923,28.40461538,80,19,0.287878788,1.5
AGLIPESCA Ps 69U-2017 Noviembre 29.xls,Aglipesca,117,4776.851852,13,1404000,0.2,3.99137931,25.40344828,79,19,0.162393162,2.5
AGLIPESCA Ps 69V-2018 Marzo 18.xls,Aglipesca,97,2594.907407,12.68518519,1370000,0.1,3.672164948,28.27525773,65,18,0.18556701,1.8
AGLIPESCA Ps 69W-2018 Julio 2.xls,Aglipesca,103,4268.055556,20.4,2203200,0.3,3.381188119,27.55544554,70,21.2,0.205825243,1.4
AGLIPESCA Ps 69X-2018 Octubre 5.xls,Aglipesca,85,2523.148148,15.46296296,1670000,0.05,3.845238095,25.11785714,57,16.2,0.190588235,1.8
AGLIPESCA Ps 69Y-2019 Febrero 25.xls,Aglipesca,114,4719.907407,14.16666667,1530000,0.2,3.674336283,26.99646018,71,24.3,0.213157895,1.9
AGLIPESCA Ps 6A-2019 Mayo 26.xls,Aglipesca,79,4908.58209,18.28358209,2450000,0.25,3.774358974,28.39102564,96,17,0.215189873,1.6
AGLIPESCA Ps 6B-2019 Septiembre 18.xls,Aglipesca,95,3326.492537,14.10447761,1890000,0.2,3.74893617,25.24042553,72,23.8,0.250526316,1.4
AGLIPESCA Ps 70BT-2017 Junio 20.xls,Aglipesca,72,3334.375,13.415125,1073210,0.2,4.013888889,28.52083333,82,20,0.277777778,1.5
AGLIPESCA Ps 70BU-2017 Noviembre 1.xls,Aglipesca,96,3390.625,15.246875,1219750,0.05,4.354736842,25.36315789,91,16,0.166666667,1.5
AGLIPESCA Ps 70BV-2018 Febrero 2.xls,Aglipesca,87,2528.75,14.55,1164000,0.5,4,27.15977011,42,24,0.275862069,1.7
AGLIPESCA Ps 70BW-2018 Junio 3.xls,Aglipesca,95,3861.25,17,1360000,0.2,3.662365591,28.35376344,75,19.6,0.206315789,1.5
AGLIPESCA Ps 70BX-2018 Octubre 10.xls,Aglipesca,123,4853.125,14.3125,1145000,0.2,3.652066116,25.15454545,55,23,0.18699187,2.7
AGLIPESCA Ps 70BY-2019 Febrero 24.xls,Aglipesca,104,4550,16.25,1300000,0.2,3.635865385,27.52403846,67,24.2,0.232692308,1.7
AGLIPESCA Ps 71R-2017 Febrero 15.xls,Aglipesca,97,4342.243646,11.17440841,1275000,0.2,3.313402062,26.99793814,93,19.5,0.201030928,2.1
AGLIPESCA Ps 71S-2017 Junio 26.xls,Aglipesca,85,3827.989601,13.34488735,1540000,0.2,3.789156627,28.50963855,98,19.3,0.227058824,1.5
AGLIPESCA Ps 71T-2017 Noviembre 1.xls,Aglipesca,96,4191.941075,15.46793761,1785000,0.05,4.055789474,25.55052632,107,16,0.166666667,1.6
AGLIPESCA Ps 71U-2018 Febrero 16.xls,Aglipesca,100,2599.65338,15.52859619,1792000,0.5,3.918,27.373,38,24,0.24,1.8
AGLIPESCA Ps 71V-2018 Mayo 16.xls,Aglipesca,77,2847.487002,13.86481802,1600000,0.4,3.815584416,28.6987013,97,19,0.246753247,1.1
AGLIPESCA Ps 71W-2018 Septiembre 29.xls,Aglipesca,112,4292.461005,16.94107452,1955000,0.2,3.464864865,25.3045045,71,22.5,0.200892857,1.6
AGLIPESCA Ps 71X-2019 Febrero 8.xls,Aglipesca,127,6330.155979,18.41421144,2125000,0.2,3.5792,26.3024,69,25.5,0.200787402,2
AGLIPESCA Ps 72AA-2018 Diciembre 8.xls,Aglipesca,134,4455.909944,15.24390244,1625000,0.05,3.71969697,25.03333333,75,24,0.179104478,1.6
AGLIPESCA Ps 72AB-2019 Marzo 21.xls,Aglipesca,101,3857.879925,13.32082552,1420000,0.5,3.794,28.168,57,27.8,0.275247525,1.8
AGLIPESCA Ps 72W-2017 Diciembre 8.xls,Aglipesca,104,3181.988743,12.23968105,1304750,0.5,4.119417476,25.7,80,17.6,0.169230769,1.9
AGLIPESCA Ps 72Y-2018 Abril 16.xls,Aglipesca,97,2767.82364,16.18198874,1725000,0.3,3.732989691,28.72680412,45,22,0.226804124,1.7
AGLIPESCA Ps 72Z-2018 Juliuo 17.xls,Aglipesca,78,3292.056075,15.49065421,1657500,0.2,3.75,26.56315789,78,19,0.243589744,1.4
AGLIPESCA Ps 72u-2017 Junio 14.xls,Aglipesca,53,1836.30394,13.55534709,1445000,0.2,4.158823529,28.63333333,59,15,0.283018868,1.5
AGLIPESCA Ps 73R-2017 Marzo 17.xls,Aglipesca,113,4076.168224,13.08411215,1400000,0.1,3.932142857,27.61517857,69,23,0.203539823,2
AGLIPESCA Ps 73S-2017 Junio 11.xls,Aglipesca,79,2897.663551,15.04672897,1610000,0.1,4.085714286,28.5961039,70,15.5,0.196202532,1.8
AGLIPESCA Ps 73T-201 Octubre 22.xls,Aglipesca,72,3510.747664,16.28504673,1742500,0.5,4.045070423,25.76056338,92,16,0.222222222,1.5
AGLIPESCA Ps 73U-2018 Abril 12.xls,Aglipesca,82,3532.5,12.25,980000,0.1,3.895,28.9625,83,20.1,0.245121951,1.7
AGLIPESCA Ps 73V-2018 Agosto 15.xls,Aglipesca,112,4528.421053,23.59052632,2241100,0.05,3.690178571,26.425,49,22.7,0.202678571,1.7
AGLIPESCA Ps 75W-2018 Diciembre 28.xls,Aglipesca,120,5081.578947,16.10526316,1530000,0.2,3.741176471,25.25630252,91,22,0.183333333,1.6
AGLIPESCA Ps 7A-2019 Junio 7.xls,Aglipesca,114,4855.46875,12.08859375,1547340,0.3,3.672566372,28.28584071,108,22,0.192982456,1.7
AGLIPESCA Ps 7B-2019 Septiembre 23.xls,Aglipesca,105,3416.015625,14.6875,1880000,0.3,3.631730769,25.33557692,59,27.9,0.265714286,1.4
AGLIPESCA Ps 8A-2019 Abril 24.xls,Aglipesca,107,4500.42735,13.8034188,1615000,0.5,3.614018692,28.54579439,80,24,0.224299065,1.7
AGLIPESCA Ps 8B-2019 Agosto 4.xls,Aglipesca,97,4884.615385,16.15384615,1890000,0.4,3.832631579,26.11263158,64,27.8,0.286597938,1.7
AGLIPESCA Ps 8C-2019 Noviembre 29.xls,Aglipesca,98,4608.974359,17.94871795,2100000,0.3,3.803092784,25.03298969,97,18,0.183673469,1.5
AGLIPESCA Ps 9A-2019 Abril 23.xls,Aglipesca,110,3886.4,12.4,1550000,0.36,3.706422018,28.84036697,83,26.3,0.239090909,1.4
AGLIPESCA Ps 9B-2019 Agosto 4.xls,Aglipesca,97,4918,16.48,2060000,0.32,3.428421053,26.15157895,65,28,0.288659794,1.6
AGLIPESCA Ps 9C-2019 Diciembre 3.xls,Aglipesca,102,5662,17.08,2135000,0.3,3.616831683,24.87821782,121,17,0.166666667,1.6
ARMATECSA Ps 11 2019 Feb 27- Transferida.xls,Armatecsa,82,1821.30137,10.2739726,1500000,0.2,6.71725,28.03625,48.1,20,0.243902439,1.8
ARMATECSA Ps 2  2019 Marzo 9 -Transferida.xls,Armatecsa,92,2460.026738,10.62165775,794500,0.2,5.996363636,28.03181818,65.2,20.5,0.222826087,1.7
Acuario 5 Ps 7 1-feb Transferida.xlsx,Acuario,83,3127.368421,18.94736842,1800000,0.2,3.14296875,29.9609375,42.15,26.39,0.317951807,1.5
Acuario 5 Ps 8 14-ene Transferida.xlsx,Acuario,85,2653.076923,20,1300000,0.2,3.563484848,29.88212121,38,19.87,0.233764706,1.8
Acuario Ps 5-2019 Abril 24.xls,Acuario,83,3111.578947,18.94736842,1800000,0.2,3.14296875,30.0078125,42.15,26.39,0.317951807,1.5
Acuario Ps 8-2019 Abril 8.xls,Acuario,85,2706.923077,20,1300000,0.2,3.498148148,29.94469136,38,19.87,0.233764706,1.8
Acuasol PS 29U-2016 Diciembre 21.xls,Acuasol,106,3785.303867,10.99447514,1990000,0.34,4.847169811,25.9245283,83,23,0.216981132,1.8
Acuasol Ps 27I -2013 Agosto 21.xls,Acuasol,135,2341.521938,8.043875686,1760000,0.1,5.06962963,27.68888889,74,22,0.162962963,1.8
Acuasol Ps 27J-2014 Enero 28.xls,Acuasol,152,2665.150823,20.10968921,4400000,0.1,5.325131579,26.61842105,38,20.7,0.136184211,1.7
Acuasol Ps 27K -2014 Mayo 5.xls,Acuasol,91,2105.575868,8.226691042,1800000,0.1,5.158241758,28.1978022,100,17,0.186813187,1.5
Acuasol Ps 27L-2014 Agosto 27.xls,Acuasol,109,4017.857143,17.00310559,2190000,0.1,5.120183486,27.11926606,67,22.9,0.210091743,1.5
Acuasol Ps 27M -2015 Enero 21.xls,Acuasol,129,2666.819013,8.043875686,1760000,0.1,5.160465116,26.57364341,92,21,0.162790698,1.7
Acuasol Ps 27R -2016 Octubre 4.xls,Acuasol,121,3179.844607,10.00914077,2190000,0.2,5.263043478,26.16304348,84,21.4,0.176859504,1.8
Acuasol Ps 27S -2017 Febrero 13.xls,Acuasol,116,3881.718464,11.83729433,2590000,0.4,5.535344828,26.4137931,61,24,0.206896552,2.2
Acuasol Ps 27T -2017 Mayo 29.xls,Acuasol,84,3401.70593,12.67262388,3120000,0.2,5.142857143,28.71428571,83,20,0.238095238,1.6
Acuasol Ps 27U -2017 Septiembre 13.xls,Acuasol,100,2892.770106,13.9114541,3425000,0.2,5.118,25.51,64,19.5,0.195,1.7
Acuasol Ps 27V -2017 Diciembre 20.xls,Acuasol,97,3152.924452,11.39317628,2805000,0.7,4.8,25.77319588,85,22,0.226804124,1.5
Acuasol Ps 27W-2018 Abril 6.xls,Acuasol,103,3176.279448,12.99756296,3200000,0.15,5.047572816,28.49514563,77,22.14,0.214951456,1.4
Acuasol Ps 27X -2018 Julio 31.xls,Acuasol,107,4714.662876,15.53614947,3825000,0.2,5.18411215,26.4953271,74,22.2,0.207476636,1.9
Acuasol Ps 28 AF -2017 Diciembre 20.xls,Acuasol,104,3622.258772,15.89912281,1450000,0.7,4.915384615,25.75,55,24,0.230769231,1.7
Acuasol Ps 28 BC -2017 Junio 24.xls,Acuasol,80,2835.148515,9.108910891,920000,1.1,5.3425,28.05,100,21.5,0.26875,1.5
Acuasol Ps 28AA -2016 Octubre 16.xls,Acuasol,104,3510.964912,13.37719298,1220000,0.2,4.953846154,25.86538462,95,16.5,0.158653846,1.7
Acuasol Ps 28AB -2017 Febrero 8.xls,Acuasol,91,3351.754386,7.565789474,690000,0.4,4.692307692,27.45054945,100,20.5,0.225274725,2.2
Acuasol Ps 28AD-2017 Mayo 28.xls,Acuasol,79,2730.263158,8.99122807,820000,1.7,4.898734177,28.98734177,100,21,0.265822785,1.4
Acuasol Ps 28AE-2017 Septiembre 7.xls,Acuasol,93,2587.171053,13.98026316,1275000,1,4.877419355,25.50537634,59,20.5,0.220430108,1.5
Acuasol Ps 28AH -2018 Julio 13.xls,Acuasol,89,5013.70614,14.1995614,1295000,0.2,4.925842697,26.84269663,98,22,0.247191011,1.6
Acuasol Ps 28BA-2016 Noviembre 2.xls,Acuasol,112,3299.009901,12.17821782,1230000,0.1,4.978571429,25.66071429,72,20.5,0.183035714,1.8
Acuasol Ps 28BB -2017 Marzo 28.xls,Acuasol,113,3726.732673,9.217821782,931000,1.7,5.280530973,27.63716814,55,28.6,0.253097345,2.6
Acuasol Ps 28BE -2017 Noviembre 6.xls,Acuasol,94,3357.920792,14.35643564,1450000,0.3,4.815957447,25.60638298,94,18.9,0.20106383,1.3
Acuasol Ps 28BF-2018 Marzo 2.xls,Acuasol,104,2546.930693,16.73267327,1690000,0.2,4.819230769,27.48076923,41,24.5,0.235576923,1.5
Acuasol Ps 28BG -2018 Junio 3.xls,Acuasol,85,4141.089109,13.01980198,1315000,0.2,4.821176471,28.58823529,100,20,0.235294118,1.6
Acuasol Ps 28BI -2013 Agosto 7.xls,Acuasol,121,747.1751412,8.474576271,300000,0.1,4.952892562,27.69421488,36,16.3,0.134710744,1.5
Acuasol Ps 28BJ-2013 Diciembre 18.xls,Acuasol,110,1800.423729,9.039548023,320000,0.1,5.036181818,26.01818182,48,19,0.172727273,2.2
Acuasol Ps 28BK -2014 Abril 2.xls,Acuasol,100,1726.129944,9.604519774,340000,0.1,4.683,28.36,76,15,0.15,1.6
Acuasol Ps 28BL-2018 Julio 28.xls,Acuasol,101,2286.016949,103.1073446,3650000,0.1,5.781188119,27.48514851,64,20,0.198019802,0.2
Acuasol Ps 28BM -2014 Noviembre 14.xls,Acuasol,104,2317.372881,9.88700565,350000,0.1,5.009615385,25.71153846,58,21,0.201923077,1.9
Acuasol Ps 28BN -2015 Abril 4.xls,Acuasol,93,2116.949153,11.01694915,390000,0.1,4.772043011,27.78494624,45,18.7,0.201075269,2.3
Acuasol Ps 28H-2013 Octubre 2.xls,Acuasol,139,1962.09803,9.014778325,1830000,0.1,4.974676259,26.69784173,67,21.6,0.155395683,1.5
Acuasol Ps 28I -2014 Enero 20.xls,Acuasol,91,1577.339901,4.926108374,1000000,6,4.951648352,26.87912088,67,26,0.285714286,1.8
Acuasol Ps 28J -2014 Mayo 4.xls,Acuasol,90,2126.896552,8.275862069,1680000,0.1,4.878888889,28.78888889,100,17,0.188888889,1.5
Acuasol Ps 28K 2014 Agosto 27.xls,Acuasol,113,2825.123153,10,2030000,0.1,5.017699115,27.07079646,83,22,0.194690265,1.6
Acuasol Ps 28L -2015 Enero 14.xls,Acuasol,118,2774.630542,9.852216749,2000000,0.1,4.922881356,26.3220339,75,21.5,0.18220339,1.8
Acuasol Ps 28Â½-R -2016 Noviembre 16.xls,Acuasol,93,3632.284382,10.4020979,446250,0.2,5.251612903,25.56989247,100,18.5,0.198924731,1.9
Acuasol Ps 28Â½-T -2017 Marzo 17.xls,Acuasol,86,2505.827506,8.344988345,358000,0.6,4.824418605,27.36046512,58,22,0.255813953,2.4
Acuasol Ps 28Â½-U -2017 Junio 10.xls,Acuasol,83,3238.927739,17.24941725,740000,0.1,5.060240964,28.61445783,83,13,0.156626506,1.7
Acuasol Ps 28Â½-V -2017 Ocutbre 7.xls,Acuasol,90,1555.944056,12.58741259,540000,0.3,4.88,25.32222222,53,18.7,0.207777778,1.2
Acuasol Ps 28Â½-W -2018 Enero 20.xls,Acuasol,88,1595.571096,11.88811189,510000,0.1,4.623863636,26.43181818,57,17.5,0.198863636,1.3
Acuasol Ps 28Â½-X -2018 Mayo 1.xls,Acuasol,94,2927.738928,9.906759907,425000,0.26,4.989361702,28.77659574,26,17,0.180851064,6.7
Acuasol Ps 28Â½-Y -2018 Agosto 11.xls,Acuasol,97,4848.484848,14.21911422,610000,0.24,5.331958763,25.69072165,81,17.2,0.177319588,2.5
Acuasol Ps 29AA -2018 Agosto 18.xls,Acuasol,90,2632.320442,21.54696133,3900000,0.22,5.227777778,25.18888889,68,12.4,0.137777778,1.5
Acuasol Ps 29J-2013 Septiembre 4.xls,Acuasol,121,1977.154696,8.011049724,1450000,0.1,4.98677686,27.03305785,72,20.7,0.17107438,1.7
Acuasol Ps 29K -2014 Enero 15.xls,Acuasol,127,2341.712707,8.839779006,1600000,0.1,5.266141732,26.60629921,70,24.2,0.190551181,1.6
Acuasol Ps 29L -2014 Abril 2.xls,Acuasol,73,1385.635359,8.232044199,1490000,0.1,5.847945205,27.7260274,99,15.9,0.217808219,1.1
Acuasol Ps 29M-2014 Agosto 13.xls,Acuasol,110,2709.723757,8.232044199,1490000,0.1,4.940909091,27.81818182,91,21,0.190909091,1.7
Acuasol Ps 29N-2014 Diciembre 3.xls,Acuasol,96,2088.39779,8.011049724,1450000,0.1,5.143541667,26.01041667,68,20,0.208333333,1.9
Acuasol Ps 29V-2017 Abril 7.xls,Acuasol,86,2562.154696,10.46961326,1895000,0.5,5.195348837,29.08139535,66,22.6,0.262790698,1.6
Acuasol Ps 29W-2017 Junio 28.xls,Acuasol,65,1807.734807,15.02762431,2720000,0.2,5.256923077,27.75384615,68,14,0.215384615,1.3
Acuasol Ps 29X-2017 Noviembre 3.xls,Acuasol,88,2983.149171,15.63535912,2830000,0.3,4.922727273,25.67045455,72,18.8,0.213636364,1.4
Acuasol Ps 29Y-2018 Febero 19.xls,Acuasol,83,1389.226519,14.64088398,2650000,0.07,4.715662651,27.78313253,42,17,0.204819277,1.3
Acuasol Ps 29Z -2014 Mayo 18.xls,Acuasol,79,3082.044199,18.06629834,3270000,0.01,5.041772152,29.06329114,90,16,0.202531646,1.2
Acuasol Ps 30H -2013 Mayo 22.xls,Acuasol,125,2220.977354,8.700834327,730000,0.1,5.396,28.144,71,23.2,0.1856,1.6
Acuasol Ps 30I-2013 Noviembre 6.xls,Acuasol,134,2630.035757,10.01191895,840000,0.1,4.983432836,26.06716418,82,19,0.141791045,1.7
Acuasol Ps 30J-2014 Febrero 26.xls,Acuasol,109,2558.700834,8.343265793,700000,0.1,5.181651376,26.79816514,96,19,0.174311927,1.7
Acuasol Ps 30K-2014 Junio 25.xls,Acuasol,107,2724.970203,8.224076281,690000,0.1,5.258878505,28.64485981,96,19,0.177570093,1.8
Acuasol Ps 30L -2014 Diciembre 3.xls,Acuasol,145,3283.671037,9.535160906,800000,0.1,4.857793103,26.10344828,84,19.8,0.136551724,2.1
Acuasol Ps 30M -2015 Marzo 22.xls,Acuasol,96,2521.394517,10.72705602,900000,0.1,5.522916667,27.48958333,90,16.1,0.167708333,1.6
Acuasol Ps 30R-2016 Octubre 4.xls,Acuasol,104,2974,11.1,1110000,0.2,5.034423077,26.48076923,95,17,0.163461538,1.7
Acuasol Ps 30S-2017 Febrero 7.xls,Acuasol,100,3544.100119,12.51489869,1050000,0.2,4.982,26.73,58,23.5,0.235,2.1
Acuasol Ps 30T -2017 Mayo 17.xls,Acuasol,82,3543.623361,15.49463647,1300000,0.01,5.303658537,29.06097561,97,14.5,0.176829268,1.6
Acuasol Ps 30U -2017 Agosto 23.xls,Acuasol,84,1982.121573,15.49463647,1300000,1,5.210714286,25.64285714,44,17.3,0.205952381,1.7
Acuasol Ps 30V -2018 Enero 6.xls,Acuasol,125,6247.318236,15.19666269,1275000,0.4,4.7208,25.96,85,24,0.192,2
Acuasol Ps 30W-2018 Abril 17.xls,Acuasol,96,4218.712753,16.68653159,1400000,0.1,5.196875,28.72916667,83,21.2,0.220833333,1.4
Acuasol Ps 30X-2018 Agosto 14.xls,Acuasol,111,4439.809297,19.01072706,1595000,0.1,5.103603604,26.00900901,65,21.8,0.196396396,1.7
Acuasol Ps 31I-2013 Octubre 4.xls,Acuasol,129,2130.870083,8.700834327,730000,0.1,4.973488372,26.6744186,65,22.8,0.176744186,1.7
Acuasol Ps 31J-2014 Febrero 2.xls,Acuasol,110,2566.746126,9.296781883,780000,0.1,5.077272727,26.80909091,79,18,0.163636364,1.9
Acuasol Ps 31K-2014 Junio 11.xls,Acuasol,117,3056.734207,8.939213349,750000,0.1,5.357264957,28.70940171,99,19,0.162393162,1.8
Acuasol Ps 31L -2014 Noviembre 5.xls,Acuasol,133,3429.678188,9.773539928,820000,0.1,5.130676692,26.18045113,89,21,0.157894737,1.9
Acuasol Ps 31M -2015 Marzo 8.xls,Acuasol,100,2087.912088,9.89010989,900000,0.1,5.655,27.15,77,17.1,0.171,1.6
Acuasol Ps 31R-2016 Octubre 2.xls,Acuasol,89,1873.516484,12.41758242,1130000,0.5,4.963820225,26.35955056,50,19.1,0.214606742,1.6
Acuasol Ps 31S -2017 Febrero 12.xls,Acuasol,105,3392.307692,11.42857143,1040000,0.2,5.207619048,26.8,54,24,0.228571429,2.3
Acuasol Ps 31T-2017 Mayo 25.xls,Acuasol,72,3049.230769,14.28571429,1300000,1.8,5.325,28.93055556,67,21,0.291666667,1.5
Acuasol Ps 31U-2017 Septiembre 8.xls,Acuasol,90,1769.230769,14.61538462,1330000,1.1,5.391111111,25.51111111,33,20,0.222222222,1.8
Acuasol Ps 31V-2018 Enero 5.xls,Acuasol,105,5109.230769,16.48351648,1500000,0.4,4.58952381,25.92380952,85,21.5,0.204761905,1.7
Acuasol Ps 31W-2018 Abril 16.xls,Acuasol,95,3647.802198,15.38461538,1400000,0.12,5.22,28.75789474,81,20,0.210526316,1.5
Acuasol Ps 31X-2018 Agosto 30.xls,Acuasol,127,5653.846154,19.01098901,1730000,0.1,5.126771654,25.82677165,71,18.7,0.147244094,2.2
Acuasol Ps 32I -2013 Mayo 22.xls,Acuasol,123,2164.437012,9.364548495,840000,0.1,5.508943089,28.11382114,77,21.6,0.175609756,1.4
Acuasol Ps 32J -2013 Octubre 30.xls,Acuasol,147,2383.221851,8.026755853,720000,0.1,5.023673469,26.36734694,93,23,0.156462585,1.4
Acuasol Ps 32K -2014 Marzo 2.xls,Acuasol,103,2217.391304,7.580824972,680000,0.1,5.790291262,26.89320388,69,19,0.184466019,2.2
Acuasol Ps 32M -2014 Octubre 22.xls,Acuasol,113,2564.102564,8.026755853,720000,0.1,5.086548673,26.25663717,99,20.1,0.177876106,1.6
Acuasol Ps 32N -2015 Febrero 23.xls,Acuasol,108,2063.823857,8.918617614,800000,0.1,5.066666667,26.66851852,66,18.2,0.168518519,1.9
Acuasol Ps 32R-2016 Octubre 31.xls,Acuasol,118,3389.074693,12.59754738,1130000,0.5,4.998135593,26.15254237,61,23.5,0.199152542,1.9
Acuasol Ps 32S-2017 Febrero 16.xls,Acuasol,99,3769.788183,11.20401338,1005000,0.4,5.118181818,26.93939394,86,20,0.202020202,2
Acuasol Ps 32T-2017 Junio 13.xls,Acuasol,86,4724.414716,14.49275362,1300000,1.3,5.18255814,28.52325581,84,18.6,0.21627907,2.1
Acuasol Ps 32V-2017 Enero 20.xls,Acuasol,98,4027.313266,16.88963211,1515000,0.4,4.77244898,26.32653061,69,21,0.214285714,1.6
Acuasol Ps 32W -2018 Abril 29.xls,Acuasol,92,3882.38573,11.5942029,1040000,0.26,5.159782609,28.7826087,100,24,0.260869565,1.4
Acuasol Ps 32X-2018 Agosto 10.xls,Acuasol,96,4788.182832,15.60758082,1400000,0.24,5.002083333,25.75,100,17.1,0.178125,1.8
Acuasol Ps 33I -2013 Septiembre 18.xls,Acuasol,115,1860.130332,8.056872038,680000,0.1,4.904347826,28.74782609,74,21,0.182608696,1.5
Acuasol Ps 33J-2014 Enero 26.xls,Acuasol,115,2447.867299,8.056872038,680000,0.1,5.417391304,26.63478261,92,18,0.156521739,1.8
Acuasol Ps 33K-2014 Abril 25.xls,Acuasol,78,1474.822275,8.293838863,700000,0.1,5.506410256,28.32051282,98,15,0.192307692,1.2
Acuasol Ps 33L-2014 Septiembre 10.xls,Acuasol,132,3191.172986,8.293838863,700000,0.1,4.948333333,27.15151515,99,23.2,0.175757576,1.7
Acuasol Ps 33M-2015 Enero 21.xls,Acuasol,126,2691.706161,8.293838863,700000,0.1,5.363492063,26.61111111,87,21.1,0.167460317,1.8
Acuasol Ps 33S-2017 Enero 17.xls,Acuasol,104,4800.651659,13.507109,1140000,0.38,5.177884615,26.09615385,60,21,0.201923077,2.8
Acuasol Ps 33T-2017 Mayo 13.xls,Acuasol,82,4756.990521,15.4028436,1300000,0.2,5.036585366,28.46341463,100,17,0.207317073,1.8
Acuasol Ps 33U -2017 Agosto 21.xls,Acuasol,84,2720.379147,15.75829384,1330000,0.2,5.029761905,25.69047619,63,16.5,0.196428571,1.7
Acuasol Ps 33V-2017 Diciembre 19.xls,Acuasol,107,5058.056872,17.59478673,1485000,0.4,4.762616822,25.72897196,75,22,0.205607477,1.7
Acuasol Ps 33W-2018 Abril 14.xls,Acuasol,94,4207.938389,165.8767773,14000000,0.4,5.038297872,28.73404255,79,20.5,0.218085106,0.2
Acuasol Ps 33X -2018 Agosto 12.xls,Acuasol,109,4980.450237,19.07582938,1610000,0.1,5.091743119,26.05504587,71,20.9,0.191743119,1.8
Acuasol Ps 34J -2013 Septiembre 4.xls,Acuasol,119,1977.076761,8.096740273,770000,0.1,4.902521008,27.19327731,75,18.7,0.157142857,1.7
Acuasol Ps 34K-2014 Enero 15.xls,Acuasol,126,2320.084122,10.1997897,970000,0.1,5.258730159,26.64285714,99,21.5,0.170634921,1.1
Acuasol Ps 34L -2014 Mayo 15.xls,Acuasol,103,2385.646688,8.201892744,780000,0.1,5.429126214,28.16504854,99,18.7,0.181553398,1.6
Acuasol Ps 34M -2014 Septiembre 3.xls,Acuasol,100,2300.525762,8.201892744,780000,0.1,5.024,26.96,81,22,0.22,1.6
Acuasol Ps 34N -2014 Diciembre 2014.xls,Acuasol,111,2436.277603,8.412197687,800000,0.1,5.06036036,26.54054054,76,19,0.171171171,2
Acuasol Ps 34T-2017 Enero 16.xls,Acuasol,111,2548.895899,11.56677182,1100000,0.04,5.107207207,26.36036036,58,21,0.189189189,1.8
Acuasol Ps 34U -2017 Mayo 14.xls,Acuasol,83,3953.838065,12.61829653,1200000,0.2,5.374698795,29.08433735,97,17,0.204819277,1.9
Acuasol Ps 34V-2017 Septiembre 23.xls,Acuasol,86,1940.588854,13.66982124,1300000,0.2,5.351162791,25.69767442,42,22,0.255813953,1.5
Acuasol Ps 34W -2017 Diciembre 21.xls,Acuasol,109,5085.173502,13.88012618,1320000,0.45,4.614678899,25.75229358,98,23.5,0.21559633,1.6
Acuasol Ps 34X -2018 Abril 4.xls,Acuasol,83,3827.024185,14.72134595,1400000,0.12,5.013253012,28.71084337,96,19.9,0.239759036,1.4
Acuasol Ps 34Y-2018 Junio 30.xls,Acuasol,84,5080.967403,15.0893796,1435000,0.65,5.092857143,27.3452381,98,21.2,0.252380952,1.6
Acuasol Ps 35AA -2014 Enero 04.xls,Acuasol,117,2688.25,10,200000,0.1,3.947863248,26.16239316,79,15.9,0.135897436,2.1
Acuasol Ps 35AB -2014 Abril 2.xls,Acuasol,73,1819.75,8.25,165000,0.1,5.654794521,27.2890411,99,13,0.178082192,1.7
